round,region,country,country_in_filter,year,status,dataset.status,dataset.url,archive,extra_info,report_url
MICS4,East Asia and the Pacific,Mongolia (Khuvsgul Aimag),Mongolia,2012,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS4/East%20Asia%20and%20the%20Pacific/Mongolia%20%28Khuvsgul%20Aimag%29/2012/Datasets/Mongolia%20%28Khuvsgul%20Aimag%29%202012%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS4/East%20Asia%20and%20the%20Pacific/Mongolia%20%28Khuvsgul%20Aimag%29/2012/Final/Mongolia%20%28Khuvsgul%20Aimag%29%202012%20MICS_English.pdf
MICS4,East Asia and the Pacific,Mongolia (Nalaikh District),Mongolia,2012,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS4/East%20Asia%20and%20the%20Pacific/Mongolia%20%28Nalaikh%20District%29/2012/Datasets/Mongolia%20%28Nalaikh%20District%29_MICS4_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS4/East%20Asia%20and%20the%20Pacific/Mongolia%20%28Nalaikh%20District%29/2012/Final/Mongolia%20%28Nalaikh%20District%29%202012%20MICS_English.pdf
MICS4,East Asia and the Pacific,Mongolia,Mongolia,2010,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS4/East%20Asia%20and%20the%20Pacific/Mongolia/2010/Datasets/Mongolia%202010%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS4/East%20Asia%20and%20the%20Pacific/Mongolia/2010/Final/Mongolia%202010%20MICS_English.pdf
MICS4,East Asia and the Pacific,Thailand,Thailand,2012-2013,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS4/East%20Asia%20and%20the%20Pacific/Thailand/2012-2013/Datasets/Thailand_MICS4_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS4/East%20Asia%20and%20the%20Pacific/Thailand/2012-2013/Final/Thailand%202012%20MICS_English.pdf
MICS4,East Asia and the Pacific,Viet Nam,Viet Nam,2010-2011,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS4/East%20Asia%20and%20the%20Pacific/Viet%20Nam/2010-2011/Datasets/Viet%20Nam%202011%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS4/East%20Asia%20and%20the%20Pacific/Viet%20Nam/2010-2011/Final/Viet%20Nam%202011%20MICS_English.pdf
MICS4,Eastern and Southern Africa,Eswatini,Eswatini,2010,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS4/Eastern%20and%20Southern%20Africa/Eswatini/2010/Datasets/Swaziland%202010%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS4/Eastern%20and%20Southern%20Africa/Eswatini/2010/Final/Swaziland%202010%20MICS_English.pdf
MICS4,Eastern and Southern Africa,Kenya (Mombasa Informal Settlements),Kenya,2009,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS4/Eastern%20and%20Southern%20Africa/Kenya%20%28Mombasa%20Informal%20Settlements%29/2009/Datasets/Kenya%20%28Mombasa%20Informal%20Settlements%29%202009%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS4/Eastern%20and%20Southern%20Africa/Kenya%20%28Mombasa%20Informal%20Settlements%29/2009/Final/Kenya%20%28Mombasa%20Informal%20Settlements%29%202009%20MICS_English.pdf
MICS4,Eastern and Southern Africa,Kenya (Nyanza Province),Kenya,2011,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS4/Eastern%20and%20Southern%20Africa/Kenya%20%28Nyanza%20Province%29/2011/Datasets/Kenya%20%28Nyanza%20Province%29_MICS4_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS4/Eastern%20and%20Southern%20Africa/Kenya%20%28Nyanza%20Province%29/2011/Final/Kenya%20%28Nyanza%20Province%29%202011%20MICS_English.pdf
MICS4,Eastern and Southern Africa,Madagascar (South),Madagascar,2012,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS4/Eastern%20and%20Southern%20Africa/Madagascar%20%28South%29/2012/Datasets/Madagascar%20%28South%29%202012%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS4/Eastern%20and%20Southern%20Africa/Madagascar%20%28South%29/2012/Final/Madagascar%20%28South%29%202012%20MICS_French.pdf
MICS4,Eastern and Southern Africa,Somalia (Northeast Zone),Somalia,2011,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS4/Eastern%20and%20Southern%20Africa/Somalia%20%28Northeast%20Zone%29/2011/Datasets/Somalia%20%28Northeast%20Zone%29%202011%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS4/Eastern%20and%20Southern%20Africa/Somalia%20%28Northeast%20Zone%29/2011/Final/Somalia%20%28Northeast%20Zone%29%202011%20MICS_English.pdf
MICS4,Eastern and Southern Africa,Somalia (Somaliland),Somalia,2011,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS4/Eastern%20and%20Southern%20Africa/Somalia%20%28Somaliland%29/2011/Datasets/Somalia%20%28Somaliland%29%202011%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS4/Eastern%20and%20Southern%20Africa/Somalia%20%28Somaliland%29/2011/Final/Somalia%20%28Somaliland%29%202011%20MICS_English.pdf
MICS4,Eastern and Southern Africa,"South Sudan, Republic of","South Sudan, Republic of",2010,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS4/Eastern%20and%20Southern%20Africa/South%20Sudan%2C%20Republic%20of/2010/Datasets/South%20Sudan%202010%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS4/Eastern%20and%20Southern%20Africa/South%20Sudan%2C%20Republic%20of/2010/Final/South%20Sudan%202010%20MICS_English.pdf
MICS4,Europe and Central Asia,Belarus,Belarus,2012,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS4/Europe%20and%20Central%20Asia/Belarus/2012/Datasets/Belarus%202012%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS4/Europe%20and%20Central%20Asia/Belarus/2012/Final/Belarus%202012%20MICS_English.pdf
MICS4,Europe and Central Asia,Bosnia and Herzegovina (Roma Settlements),Bosnia and Herzegovina,2011-2012,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS4/Europe%20and%20Central%20Asia/Bosnia%20and%20Herzegovina%20%28Roma%20Settlements%29/2011-2012/Datasets/Bosnia%20and%20Herzegovina%20%28Roma%20Settlements%29%202012%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS4/Europe%20and%20Central%20Asia/Bosnia%20and%20Herzegovina%20%28Roma%20Settlements%29/2011-2012/Final/Bosnia%20and%20Herzegovina%20%28Roma%20Settlements%29%202011-12%20MICS_Bosnian.pdf
MICS4,Europe and Central Asia,Bosnia and Herzegovina,Bosnia and Herzegovina,2011-2012,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS4/Europe%20and%20Central%20Asia/Bosnia%20and%20Herzegovina/2011-2012/Datasets/Bosnia%20and%20Herzegovina%202012%20MICS%20_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS4/Europe%20and%20Central%20Asia/Bosnia%20and%20Herzegovina/2011-2012/Final/Bosnia%20and%20Herzegovina%202011-12%20MICS_Bosnian.pdf
MICS4,Europe and Central Asia,Kazakhstan,Kazakhstan,2010-2011,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS4/Europe%20and%20Central%20Asia/Kazakhstan/2010-2011/Datasets/Kazakhstan%202010-11%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS4/Europe%20and%20Central%20Asia/Kazakhstan/2010-2011/Final/Kazakhstan%202010-11%20MICS_English.pdf
MICS4,Europe and Central Asia,"Moldova, Republic of","Moldova, Republic of",2012,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS4/Europe%20and%20Central%20Asia/Moldova%2C%20Republic%20of/2012/Datasets/Moldova%202012%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS4/Europe%20and%20Central%20Asia/Moldova%2C%20Republic%20of/2012/Final/Moldova%202012%20MICS_English.pdf
MICS4,Europe and Central Asia,"North Macedonia, Republic of (Roma Settlements)","North Macedonia, Republic of",2011,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS4/Europe%20and%20Central%20Asia/North%20Macedonia%2C%20Republic%20of%20%28Roma%20Settlements%29/2011/Datasets/Macedonia%20%28Roma%20Settlements%29%202011%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS4/Europe%20and%20Central%20Asia/North%20Macedonia%2C%20Republic%20of%20%28Roma%20Settlements%29/2011/Final/Macedonia%20%28National%20and%20Roma%20Settlements%29%202011%20MICS_English.pdf
MICS4,Europe and Central Asia,"North Macedonia, Republic of","North Macedonia, Republic of",2011,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS4/Europe%20and%20Central%20Asia/North%20Macedonia%2C%20Republic%20of/2011/Datasets/Macedonia%202011%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS4/Europe%20and%20Central%20Asia/North%20Macedonia%2C%20Republic%20of/2011/Final/Macedonia%20%28National%20and%20Roma%20Settlements%29%202011%20MICS_English.pdf
MICS4,Europe and Central Asia,Serbia (Roma Settlements),Serbia,2010,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS4/Europe%20and%20Central%20Asia/Serbia%20%28Roma%20Settlements%29/2010/Datasets/Serbia%20%28Roma%20Settlements%29%202010%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS4/Europe%20and%20Central%20Asia/Serbia%20%28Roma%20Settlements%29/2010/Final/Serbia%20%28Roma%20Settlements%29%202010%20MICS_English.pdf
MICS4,Europe and Central Asia,Serbia,Serbia,2010,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS4/Europe%20and%20Central%20Asia/Serbia/2010/Datasets/Serbia%202010%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS4/Europe%20and%20Central%20Asia/Serbia/2010/Final/Serbia%202010%20MICS_English.pdf
MICS4,Europe and Central Asia,Ukraine,Ukraine,2012,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS4/Europe%20and%20Central%20Asia/Ukraine/2012/Datasets/Ukraine%202012%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS4/Europe%20and%20Central%20Asia/Ukraine/2012/Final/Ukraine%202012%20MICS_English.pdf
MICS4,Latin America and Caribbean,Argentina,Argentina,2011-2012,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS4/Latin%20America%20and%20Caribbean/Argentina/2011-2012/Datasets/Argentina%202012%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS4/Latin%20America%20and%20Caribbean/Argentina/2011-2012/Final/Argentina%202011-12%20MICS_Spanish.pdf
MICS4,Latin America and Caribbean,Barbados,Barbados,2012,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS4/Latin%20America%20and%20Caribbean/Barbados/2012/Datasets/Barbados%202012%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS4/Latin%20America%20and%20Caribbean/Barbados/2012/Final/Barbados%202012%20MICS_English.pdf
MICS4,Latin America and Caribbean,Belize,Belize,2011,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS4/Latin%20America%20and%20Caribbean/Belize/2011/Datasets/Belize%202011%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS4/Latin%20America%20and%20Caribbean/Belize/2011/Final/Belize%202011%20MICS_English.pdf
MICS4,Latin America and Caribbean,Costa Rica,Costa Rica,2011,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS4/Latin%20America%20and%20Caribbean/Costa%20Rica/2011/Datasets/Costa%20Rica%202011%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS4/Latin%20America%20and%20Caribbean/Costa%20Rica/2011/Final/Costa%20Rica%202011%20MICS_Spanish.pdf
MICS4,Latin America and Caribbean,Cuba,Cuba,2010-2011,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS4/Latin%20America%20and%20Caribbean/Cuba/2010-2011/Datasets/Cuba%202011%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS4/Latin%20America%20and%20Caribbean/Cuba/2010-2011/Final/Cuba%202011%20MICS_Spanish.pdf
MICS4,Latin America and Caribbean,Jamaica,Jamaica,2011,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS4/Latin%20America%20and%20Caribbean/Jamaica/2011/Datasets/Jamaica%202011%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS4/Latin%20America%20and%20Caribbean/Jamaica/2011/Final/Jamaica%202011%20MICS_English.pdf
MICS4,Latin America and Caribbean,Saint Lucia,Saint Lucia,2012,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS4/Latin%20America%20and%20Caribbean/Saint%20Lucia/2012/Datasets/Saint%20Lucia%202012%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS4/Latin%20America%20and%20Caribbean/Saint%20Lucia/2012/Final/Saint%20Lucia%202012%20MICS_English.pdf
MICS4,Latin America and Caribbean,Suriname,Suriname,2010,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS4/Latin%20America%20and%20Caribbean/Suriname/2010/Datasets/Suriname%202010%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS4/Latin%20America%20and%20Caribbean/Suriname/2010/Final/Suriname%202010%20MICS_English.pdf
MICS4,Latin America and Caribbean,Trinidad and Tobago,Trinidad and Tobago,2011,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS4/Latin%20America%20and%20Caribbean/Trinidad%20and%20Tobago/2011/Datasets/Trinidad%20and%20Tobago_MICS4_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS4/Latin%20America%20and%20Caribbean/Trinidad%20and%20Tobago/2011/Final/Trinidad%20and%20Tobago%202011%20MICS_English.pdf
MICS4,Latin America and Caribbean,Uruguay,Uruguay,2012-2013,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS4/Latin%20America%20and%20Caribbean/Uruguay/2012-2013/Datasets/Uruguay%202012-13_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS4/Latin%20America%20and%20Caribbean/Uruguay/2012-2013/Final/Uruguay%202012-13%20MICS_Spanish.pdf
MICS4,Middle East and North Africa,Algeria,Algeria,2012-2013,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS4/Middle%20East%20and%20North%20Africa/Algeria/2012-2013/Datasets/Algeria_MICS4_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS4/Middle%20East%20and%20North%20Africa/Algeria/2012-2013/Final/Algeria%202012-13%20MICS_French.pdf
MICS4,Middle East and North Africa,Iraq,Iraq,2011,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS4/Middle%20East%20and%20North%20Africa/Iraq/2011/Datasets/Iraq%202011%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS4/Middle%20East%20and%20North%20Africa/Iraq/2011/Final/Iraq%202011%20MICS_Arabic.pdf
MICS4,Middle East and North Africa,Lebanon (Palestinians),Lebanon,2011,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS4/Middle%20East%20and%20North%20Africa/Lebanon%20%28Palestinians%29/2011/Datasets/Lebanon%20%28Palestinians%29%202011%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS4/Middle%20East%20and%20North%20Africa/Lebanon%20%28Palestinians%29/2011/Final/Lebanon%20%28Palestinians%29%202011%20MICS_Arabic.pdf
MICS4,Middle East and North Africa,Qatar,Qatar,2012,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS4/Middle%20East%20and%20North%20Africa/Qatar/2012/Datasets/Qatar_MICS4_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS4/Middle%20East%20and%20North%20Africa/Qatar/2012/Final/Qatar%202012%20MICS_English.pdf
MICS4,Middle East and North Africa,State of Palestine,State of Palestine,2010,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS4/Middle%20East%20and%20North%20Africa/State%20of%20Palestine/2010/Datasets/State%20of%20Palestine%202010%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS4/Middle%20East%20and%20North%20Africa/State%20of%20Palestine/2010/Final/State%20of%20Palestine%202010%20MICS_English.pdf
MICS4,Middle East and North Africa,Sudan,Sudan,2010,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS4/Middle%20East%20and%20North%20Africa/Sudan/2010/Datasets/Sudan_2010_MICS4_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS4/Middle%20East%20and%20North%20Africa/Sudan/2010/Final/Sudan%202010%20MICS_English.pdf
MICS4,Middle East and North Africa,Tunisia,Tunisia,2011-2012,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS4/Middle%20East%20and%20North%20Africa/Tunisia/2011-2012/Datasets/Tunisia%202012%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS4/Middle%20East%20and%20North%20Africa/Tunisia/2011-2012/Final/Tunisia%202011-12%20MICS_French.pdf
MICS4,South Asia,Afghanistan,Afghanistan,2010-2011,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS4/South%20Asia/Afghanistan/2010-2011/Datasets/Afghanistan%202011%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS4/South%20Asia/Afghanistan/2010-2011/Final/Afghanistan%202010-11%20MICS_English.pdf
MICS4,South Asia,Bhutan,Bhutan,2010,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS4/South%20Asia/Bhutan/2010/Datasets/Bhutan%202010%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS4/South%20Asia/Bhutan/2010/Final/Bhutan%202010%20MICS_English.pdf
MICS4,South Asia,Nepal (Mid- and Far-Western Regions),Nepal,2010,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS4/South%20Asia/Nepal%20%28Mid-%20and%20Far-Western%20Regions%29/2010/Datasets/Nepal%20%28Mid%20and%20Far%20Western%20Regions%29%202010%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS4/South%20Asia/Nepal%20%28Mid-%20and%20Far-Western%20Regions%29/2010/Final/Nepal%20%28Mid%20and%20Far%20Western%20Regions%29%202010%20MICS_English.pdf
MICS4,South Asia,Pakistan (Balochistan),Pakistan,2010,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS4/South%20Asia/Pakistan%20%28Balochistan%29/2010/Datasets/Pakistan%20%28Balochistan%29%202010%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS4/South%20Asia/Pakistan%20%28Balochistan%29/2010/Final/Pakistan%20%28Balochistan%29%202010%20MICS_English.pdf
MICS4,South Asia,Pakistan (Punjab),Pakistan,2011,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS4/South%20Asia/Pakistan%20%28Punjab%29/2011/Datasets/Pakistan%20%28Punjab%29%202011%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS4/South%20Asia/Pakistan%20%28Punjab%29/2011/Final/Pakistan%20%28Punjab%29%202011%20MICS_English.zip
MICS4,West and Central Africa,Central African Republic,Central African Republic,2010,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS4/West%20and%20Central%20Africa/Central%20African%20Republic/2010/Datasets/Central%20African%20Republic%202010%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS4/West%20and%20Central%20Africa/Central%20African%20Republic/2010/Biomarker/Central%20African%20Republic%202010%20MICS%20Biomarker%20Report_French.pdf
MICS4,West and Central Africa,Chad,Chad,2010,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS4/West%20and%20Central%20Africa/Chad/2010/Datasets/Chad%202010%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS4/West%20and%20Central%20Africa/Chad/2010/Final/Chad%202010%20MICS_French.pdf
MICS4,West and Central Africa,"Congo, Democratic Republic of the","Congo, Democratic Republic of the",2010,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS4/West%20and%20Central%20Africa/Congo%2C%20Democratic%20Republic%20of%20the/2010/Datasets/Congo%20DR%202010%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS4/West%20and%20Central%20Africa/Congo%2C%20Democratic%20Republic%20of%20the/2010/Final/Congo%20DR%202010%20MICS_French.pdf
MICS4,West and Central Africa,Gambia,Gambia,2010,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS4/West%20and%20Central%20Africa/Gambia/2010/Datasets/The%20Gambia_MICS4_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS4/West%20and%20Central%20Africa/Gambia/2010/Final/Gambia%202010%20MICS_English.pdf
